brand,vehiclemodel,manufacturingyear,type,rating,color,duty,fuel,cylindercount,type_of_gear,capacity,turbo,odometer,airbags,price
bmw,328.,2013.0,coupe,3.0,pearl white,640.0,gas,8.0,auto,3,no,98000.0,12.0,29793.0
hyundai,sonata,2013.0,sedan,0.0,jet black,640.0,gas,4.0,auto,2,no,162558.0,4.0,12777.0
hyundai,tucson,2014.0,jeep,0.0,pearl white,639.0,diesel,4.0,auto,2,no,117436.0,4.0,34240.0
volkswagen,jetta,2013.0,sedan,2.0,jet black,779.0,gas,16.0,auto,2.5,no,154000.0,6.0,14113.0
hyundai,sonata,2009.0,sedan,2.0,other,765.0,gas,0.0,auto,2,no,676.0,4.0,9418.0
nissan,rogue,2015.0,jeep,0.0,metallic,934.0,gas,4.0,auto,2.5,no,136000.0,0.0,20698.0
hyundai,accent.,2015.0,hatchback,5.0,charcoal,629.0,diesel,4.0,auto,1.6,no,36871.0,4.0,14426.0
honda,civic,1995.0,hatchback,7.0,other,2510.0,gas,14.0,auto,1.5,no,272000.0,2.0,6272.0
hyundai,elantra,2010.0,sedan,3.0,other,687.0,gas,4.0,auto,1.6,no,122740.0,4.0,17158.0
chevrolet,volt,2012.0,sedan,3.0,charcoal,9525.0,hybrid,4.0,auto,1.4,no,95000.0,4.0,16621.0
jeep,compass,2014.0,jeep,3.0,pearl white,749.0,gas,4.0,auto,2.4,no,74625.0,4.0,29489.0
toyota,camry xse.,2016.0,sedan,2.0,jet black,1091.0,gas,4.0,auto,2.5,no,142000.0,0.0,18500.0
hyundai,sonata,2014.0,sedan,2.0,other,639.0,gas,0.0,auto,2,no,386.0,4.0,11604.0
toyota,camry,2014.0,sedan,4.0,jet black,781.0,gas,4.0,auto,2.5,no,101000.0,10.0,21012.0
nissan,juke,2015.0,jeep,5.0,metallic,629.0,gas,4.0,manual,0,no,101717.0,0.0,23521.0
mercedes-benz,ml 350,2013.0,jeep,3.0,jet black,1055.0,gas,6.0,auto,3.5,no,97400.0,12.0,49550.0
toyota,prius,2010.0,sedan,5.0,pearl white,645.0,hybrid,4.0,auto,1.8,no,112000.0,8.0,14740.0
chevrolet,cruze,2015.0,sedan,3.0,metallic,562.0,gas,4.0,auto,1.4,yes,60800.0,12.0,21953.0
opel,astra,2002.0,hatchback,2.0,jet black,1587.0,gas,4.0,manual,1.6,no,400000.0,4.0,6809.0
bmw,525,1994.0,sedan,3.0,emerald green,1822.0,gas,6.0,manual,2.5,no,17000.0,4.0,7527.0
mercedes-benz,c 220.,1999.0,goods wagon,4.0,metallic,2065.0,diesel,14.0,manual,2.2,yes,150000.0,6.0,7527.0
mercedes-benz,e 350,2008.0,sedan,1.0,charcoal,11604.0,diesel,8.0,auto,5.5,no,101424.0,12.0,32302.0
mercedes-benz,vito,2007.0,minivan,3.0,other,833.0,diesel,4.0,manual,2.3,no,5555551.0,1.0,6272.0
ford,fusion,2010.0,sedan,3.0,pearl white,1211.0,gas,6.0,auto,3,no,150000.0,8.0,2822.0
volkswagen,golf,1994.0,sedan,1.0,metallic,685.0,gas,4.0,manual,0,no,0.0,8.0,6586.0
nissan,serena.,2003.0,minivan,4.0,pearl white,1855.0,gas,4.0,auto,2,no,125745.0,4.0,10036.0
toyota,aqua,2014.0,hatchback,0.0,other,1266.0,hybrid,4.0,auto,1.5,no,98000.0,2.0,10000.0
fiat,500 46 ml,2009.0,coupe,4.0,other,562.0,gas,4.0,auto,1.4,no,75200.0,8.0,11917.0
mercedes-benz,e 350,2010.0,sedan,6.0,other,2202.0,gas,6.0,auto,3.5,no,18000.0,12.0,29793.0
other,c 250 1.8 ტურბო,2007.0,sedan,1.0,pearl white,1632.0,gas,0.0,auto,1.8,yes,185.0,10.0,31361.0
ssangyong,rexton,2011.0,jeep,2.0,pearl white,707.0,diesel,0.0,auto,2,no,83.0,4.0,25889.0
hyundai,elantra,2010.0,sedan,3.0,metallic,687.0,gas,4.0,auto,1.6,no,115783.0,4.0,13658.0
toyota,prius,2005.0,sedan,2.0,other,645.0,hybrid,4.0,auto,1.8,no,171200.0,6.0,16621.0
hyundai,elantra,2012.0,sedan,1.0,other,531.0,gas,4.0,auto,1.6,no,95665.0,4.0,18208.0
honda,fit.,2011.0,hatchback,6.0,other,1413.0,gas,4.0,auto,1.5,no,133000.0,2.0,8467.0
mitsubishi,mirage,2018.0,sedan,3.0,other,682.0,gas,0.0,auto,1.2,no,7.0,12.0,1411.0
toyota,aqua,2012.0,hatchback,2.0,lemon yellow,503.0,gas,14.0,auto,0,no,91000.0,4.0,19823.0
ford,fiesta,2010.0,sedan,2.0,pearl white,642.0,gas,2.0,auto,1.6,no,11111.0,6.0,10500.0
hyundai,elantra,2017.0,sedan,2.0,pearl white,1017.0,gas,4.0,auto,2,no,60000.0,8.0,24462.0
hyundai,i30.,2010.0,goods wagon,0.0,other,687.0,diesel,4.0,auto,1.6,yes,156000.0,12.0,10976.0
hyundai,tucson,2012.0,jeep,1.0,jet black,711.0,diesel,4.0,auto,2,no,225117.0,4.0,17747.0
bmw,x5,2001.0,jeep,5.0,jet black,1770.0,gas,0.0,auto,0,no,3.0,16.0,14426.0
honda,fit,2014.0,hatchback,0.0,other,3644.0,gas,4.0,auto,1.5,no,77200.0,4.0,28532.0
subaru,stella,2012.0,hatchback,1.0,other,9362.0,gas,3.0,auto,0.7,no,14000.0,0.0,6899.0
lexus,is 250,2004.0,sedan,3.0,metallic,1104.0,gas,6.0,auto,2.5,no,128992.0,12.0,3293.0
bmw,550,2011.0,sedan,2.0,jet black,1451.0,gas,8.0,auto,4.4,no,85723.0,0.0,20385.0
toyota,highlander,2012.0,jeep,4.0,metallic,11058.0,hybrid,6.0,auto,3.5,no,205250.0,12.0,29479.0
toyota,prius,2012.0,sedan,3.0,pearl white,586.0,hybrid,4.0,auto,1.8,no,22400.0,8.0,17249.0
other,ml 300.,2007.0,jeep,3.0,other,1632.0,diesel,0.0,auto,0,no,180.0,12.0,25089.0
subaru,xv,2015.0,jeep,2.0,sand,765.0,gas,6.0,auto,2,no,52000.0,0.0,31358.0
bmw,x6,2012.0,jeep,4.0,metallic,1308.0,gas,8.0,auto,4.4,no,123622.0,12.0,4861.0
mercedes-benz,ml 55 amg,2001.0,jeep,0.0,jet black,2065.0,gas,8.0,auto,5.5,no,170000.0,10.0,15681.0
toyota,prius,2006.0,hatchback,4.0,other,586.0,hybrid,4.0,auto,1.5,no,210000.0,4.0,10663.0
citroen,c8.,2012.0,other,0.0,other,642.0,gas,4.0,auto,2,no,192840.0,12.0,23834.0
mercedes-benz,c 250,2013.0,sedan,5.0,other,87.0,gas,4.0,auto,1.8,yes,95000.0,12.0,25089.0
chevrolet,cruze,2016.0,sedan,1.0,other,650.0,gas,4.0,auto,1.4,yes,65600.0,10.0,19757.0
honda,elysion.,1998.0,minivan,6.0,pearl white,3207.0,gas,6.0,auto,3,no,165358.0,0.0,12540.0
lincoln,navigator,2006.0,jeep,3.0,other,382.0,gas,8.0,auto,5.4,yes,6000.0,6.0,18189.0
hyundai,sonata,2016.0,sedan,2.0,pearl white,891.0,gas,4.0,auto,2,no,287140.0,4.0,18817.0
hyundai,tucson,2016.0,jeep,4.0,sapphire blue,770.0,diesel,4.0,auto,1.7,no,88230.0,4.0,39226.0
opel,astra g,2000.0,sedan,2.0,sapphire blue,1596.0,gas,4.0,auto,1.6,no,185777.0,4.0,5959.0
audi,q7,2005.0,jeep,2.0,other,2825.0,gas,6.0,auto,0,no,190000.0,12.0,43000.0
bmw,528.,1993.0,sedan,5.0,pearl white,639.0,gas,0.0,manual,2.8,no,111.0,1.0,3000.0
hyundai,elantra,2006.0,sedan,3.0,charcoal,531.0,gas,4.0,auto,1.6,no,98252.0,4.0,20266.0
toyota,camry.,2013.0,sedan,8.0,other,779.0,gas,6.0,auto,2.5,no,176000.0,6.0,18817.0
hyundai,santa fe.,2010.0,jeep,0.0,pearl white,836.0,diesel,14.0,auto,2,no,58776.0,4.0,12554.0
hyundai,elantra,2015.0,sedan,2.0,other,1821.0,gas,4.0,auto,1.6,no,103825.0,4.0,27065.0
hyundai,santa fe,2010.0,jeep,0.0,metallic,836.0,diesel,4.0,auto,2,no,142427.0,4.0,18500.0
mercedes-benz,ml 350.,2006.0,jeep,1.0,sapphire blue,1199.0,gas,16.0,auto,3.5,no,126700.0,6.0,25500.0
kia,rio,2013.0,sedan,0.0,jet black,5530.0,gas,4.0,auto,1.6,no,53386.0,12.0,1960.0
other,yaris.,2019.0,sedan,2.0,other,830.0,gas,14.0,auto,1.5,no,27656.0,12.0,4861.0
hyundai,tucson,2016.0,jeep,3.0,other,770.0,diesel,4.0,auto,1.7,no,129800.0,4.0,36733.0
hyundai,elantra.,2016.0,sedan,2.0,metallic,730.0,gas,0.0,auto,1.6,no,29.0,4.0,18503.0
daewoo,lacetti,2009.0,sedan,6.0,metallic,790.0,gas,4.0,auto,1.6,no,159634.0,4.0,5018.0
other,es 300.,2014.0,sedan,1.0,jet black,394.0,hybrid,4.0,auto,0,no,176213.0,12.0,14426.0
chevrolet,hhr,2011.0,jeep,0.0,jet black,769.0,gas,0.0,auto,2.2,no,126.0,12.0,1019.0
ssangyong,actyon.,2011.0,jeep,2.0,pearl white,2839.0,gas,4.0,auto,0,no,28441.0,4.0,45633.0
hyundai,h1,2014.0,minivan,5.0,charcoal,777.0,diesel,14.0,auto,2.5,no,151854.0,4.0,30517.0
toyota,prius c.,2015.0,sedan,6.0,charcoal,442.0,hybrid,4.0,auto,1.5,no,79500.0,8.0,21326.0
ford,transit,2005.0,microbus,1.0,pearl white,3175.0,diesel,4.0,manual,2.4,yes,350000.0,1.0,14779.0
bmw,316,1995.0,sedan,2.0,jet black,1822.0,gas,4.0,manual,1.6,no,294000.0,4.0,5959.0
hyundai,sonata,2010.0,sedan,1.0,jet black,836.0,gas,4.0,auto,2,no,63655.0,4.0,14247.0
volkswagen,passat,1997.0,goods wagon,0.0,sapphire blue,1615.0,gas,4.0,auto,1.8,yes,160000.0,0.0,5018.0
chevrolet,volt,2014.0,sedan,3.0,pearl white,259.0,hybrid,4.0,auto,0,no,93000.0,10.0,26030.0
hyundai,sonata,2015.0,sedan,3.0,pearl white,765.0,gas,4.0,auto,2,no,571321.0,4.0,10976.0
fiat,500.,2007.0,jeep,3.0,other,474.0,gas,4.0,auto,1.4,no,107054.0,12.0,4391.0
toyota,camry,2013.0,sedan,4.0,pearl white,1540.0,hybrid,4.0,auto,2.5,no,124912.0,12.0,3763.0
kia,optima,2016.0,sedan,2.0,pearl white,1051.0,gas,0.0,auto,2.4,no,36.0,4.0,22894.0
toyota,prius,2010.0,sedan,2.0,metallic,586.0,hybrid,4.0,auto,1.8,no,137000.0,16.0,16621.0
hyundai,santa fe,2013.0,jeep,1.0,charcoal,696.0,diesel,14.0,auto,2.2,no,138742.0,4.0,46919.0
hyundai,elantra,2013.0,sedan,3.0,gold,585.0,gas,0.0,auto,1.8,no,131.0,0.0,15681.0
chevrolet,cruze,2012.0,sedan,5.0,jet black,586.0,gas,14.0,auto,1.8,no,130000.0,4.0,12112.0
bmw,318,1995.0,hatchback,2.0,sapphire blue,1529.0,gas,4.0,manual,1.8,no,285000.0,1.0,4077.0
hyundai,santa fe,2013.0,jeep,5.0,jet black,640.0,diesel,0.0,auto,2,no,147.0,4.0,41701.0
hyundai,h1,2014.0,minivan,1.0,other,777.0,diesel,4.0,auto,2.5,no,164805.0,4.0,31650.0
mercedes-benz,c 200,1994.0,sedan,4.0,metallic,2065.0,gas,4.0,manual,2,no,260000.0,6.0,8467.0
mazda,1000,2015.0,sedan,3.0,other,934.0,gas,4.0,auto,2.5,no,142800.0,12.0,1176.0
hyundai,sonata,2014.0,sedan,0.0,metallic,639.0,gas,0.0,auto,2,no,268.0,4.0,10036.0
toyota,camry.,2013.0,sedan,2.0,jet black,1211.0,hybrid,4.0,auto,2.5,no,266000.0,12.0,13956.0
toyota,prius,2010.0,sedan,2.0,metallic,684.0,hybrid,4.0,auto,1.8,no,63500.0,0.0,15681.0
mercedes-benz,e 220.,1996.0,sedan,5.0,emerald green,1848.0,gas,4.0,auto,2.2,no,380000.0,4.0,7527.0
toyota,rav 4,2006.0,jeep,3.0,other,1620.0,diesel,0.0,auto,2.2,yes,198.0,4.0,18189.0
toyota,aqua,2012.0,hatchback,5.0,other,1371.0,gas,4.0,auto,1.5,no,96800.0,4.0,25089.0
hyundai,elantra,2012.0,sedan,5.0,other,2599.0,gas,4.0,auto,1.8,no,121918.0,2.0,18189.0
hyundai,sonata,2015.0,sedan,2.0,other,765.0,gas,4.0,auto,2,no,609333.0,4.0,12544.0
mitsubishi,mirage,2015.0,hatchback,3.0,sapphire blue,769.0,gas,3.0,auto,1.2,no,80000.0,16.0,10036.0
bmw,530 gt.,2010.0,hatchback,2.0,metallic,1822.0,diesel,6.0,auto,3.0,yes,165000.0,12.0,43905.0
bmw,x5 3.0,2009.0,jeep,2.0,other,1822.0,gas,6.0,auto,0,no,170000.0,8.0,21012.0
hyundai,santa fe,2015.0,jeep,2.0,pearl white,765.0,diesel,4.0,auto,2,no,118926.0,4.0,39226.0
bmw,x5,2009.0,jeep,0.0,jet black,1405.0,gas,6.0,auto,3,no,107000.0,8.0,24462.0
nissan,tiida,2005.0,hatchback,1.0,charcoal,761.0,gas,4.0,auto,1.5,no,147000.0,2.0,10349.0
chevrolet,equinox lt,2017.0,jeep,1.0,sapphire blue,784.0,gas,0.0,auto,1.5,yes,31.0,10.0,26657.0
toyota,prius c,2012.0,hatchback,0.0,pearl white,503.0,hybrid,4.0,auto,1.5,no,182000.0,9.0,15367.0
honda,fit.,2012.0,sedan,2.0,pearl white,1268.0,hybrid,4.0,auto,1.5,no,90000.0,2.0,11133.0
bmw,328,2014.0,sedan,1.0,pearl white,639.0,gas,4.0,auto,2.0,yes,56000.0,0.0,28225.0
toyota,prius c.,2006.0,sedan,2.0,other,503.0,hybrid,4.0,auto,0,no,148233.0,12.0,7213.0
honda,insight.,2010.0,hatchback,2.0,sapphire blue,574.0,hybrid,4.0,auto,1.3,no,145600.0,6.0,12858.0
toyota,corolla,2006.0,sedan,3.0,charcoal,1062.0,diesel,14.0,manual,1.4,yes,162000.0,6.0,11917.0
bmw,320,2008.0,sedan,4.0,crimson,639.0,gas,4.0,auto,2,no,121003.0,0.0,18817.0
mercedes-benz,gla 250,2011.0,jeep,5.0,sapphire blue,1017.0,gas,4.0,auto,2,no,44477.0,0.0,2509.0
hyundai,sonata,2014.0,sedan,1.0,other,639.0,gas,4.0,auto,2,no,531500.0,4.0,6429.0
nissan,juke,2014.0,jeep,3.0,other,528.0,gas,4.0,auto,1.6,yes,28460.0,8.0,23207.0
honda,elysion,2000.0,minivan,1.0,pearl white,2209.0,gas,4.0,auto,2.4,no,220000.0,8.0,11604.0
honda,civic,2009.0,sedan,2.0,other,878.0,gas,4.0,auto,1.8,no,75000.0,12.0,12544.0
ford,escape hybrid,2008.0,jeep,3.0,sapphire blue,1945.0,hybrid,4.0,auto,2.3,no,313600.0,6.0,10036.0
hyundai,genesis,2010.0,coupe,4.0,pearl white,3128.0,gas,4.0,auto,2,no,111849.0,4.0,11099.0
toyota,celica,1999.0,coupe,1.0,pearl white,1667.0,gas,14.0,auto,1.8,no,167000.0,4.0,8467.0
ford,fusion.,2006.0,sedan,1.0,other,642.0,hybrid,4.0,auto,2,no,145814.0,0.0,25716.0
ssangyong,actyon,2010.0,jeep,3.0,other,730.0,gas,4.0,auto,1.6,no,102268.0,4.0,35309.0
toyota,prius,2010.0,sedan,2.0,crimson,761.0,hybrid,4.0,auto,0,no,120000.0,10.0,12231.0
hyundai,accent,2013.0,hatchback,2.0,pearl white,529.0,gas,4.0,auto,1.6,no,136000.0,6.0,14113.0
kia,picanto.,2016.0,sedan,2.0,pearl white,488.0,gas,3.0,auto,1,no,34130.0,4.0,11917.0
toyota,camry,2018.0,sedan,3.0,pearl white,1327.0,gas,0.0,auto,2.5,no,142.0,12.0,28225.0
nissan,note,2005.0,sedan,0.0,other,724.0,gas,14.0,auto,1.5,no,2000.0,2.0,7213.0
toyota,highlander,2008.0,sedan,2.0,other,11750.0,hybrid,6.0,auto,3.3,no,334414.0,12.0,12544.0
porsche,911 meqanika,1998.0,coupe,2.0,other,2453.0,gas,6.0,auto,3.4,no,105498.0,8.0,37354.0
toyota,vitz,2010.0,hatchback,3.0,other,876.0,gas,4.0,auto,1.3,no,112000.0,6.0,13172.0
hyundai,sonata,2014.0,sedan,3.0,metallic,1356.0,gas,4.0,auto,2,no,353049.0,4.0,10036.0
kia,optima,2013.0,sedan,6.0,jet black,3144.0,gas,4.0,auto,2.4,no,95000.0,6.0,17249.0
opel,astra,1998.0,sedan,1.0,other,1154.0,gas,4.0,manual,2,no,0.0,2.0,2700.0
toyota,prius 1.5i.,2002.0,sedan,2.0,other,1667.0,hybrid,4.0,auto,1.5,no,145000.0,12.0,13799.0
hyundai,sonata.,2012.0,sedan,0.0,sapphire blue,753.0,hybrid,4.0,auto,2.4,no,202864.0,0.0,11710.0
toyota,camry,2014.0,sedan,4.0,charcoal,777.0,gas,14.0,auto,2.5,yes,105600.0,12.0,22266.0
mercedes-benz,e 350 4 matic.,2011.0,sedan,3.0,jet black,1172.0,gas,6.0,auto,0,no,108000.0,12.0,32929.0
ssangyong,actyon,2011.0,jeep,0.0,sapphire blue,10831.0,diesel,0.0,auto,1.6,no,71.0,4.0,45633.0
toyota,camry.,2015.0,sedan,5.0,other,456.0,hybrid,4.0,auto,2.5,no,14004.0,8.0,10984.0
volkswagen,passat,1998.0,sedan,5.0,sapphire blue,1615.0,diesel,4.0,manual,1.9,yes,0.0,12.0,5331.0
honda,fit,2007.0,hatchback,1.0,charcoal,2447.0,gas,4.0,auto,1.3,no,190000.0,4.0,8154.0
lexus,rx 400 hybrid,2002.0,jeep,2.0,jet black,2283.0,gas,6.0,auto,3.3,no,249600.0,12.0,29166.0
volkswagen,jetta,2013.0,sedan,4.0,charcoal,779.0,gas,4.0,auto,0,no,89600.0,8.0,14113.0
mercedes-benz,c 320 cdi,2007.0,sedan,0.0,chocolate,2065.0,diesel,6.0,auto,3,no,215000.0,8.0,23521.0
mercedes-benz,e 500,2002.0,sedan,3.0,metallic,11714.0,gas,8.0,auto,5,no,25500.0,12.0,15053.0
toyota,corolla,2014.0,sedan,1.0,crimson,584.0,gas,4.0,auto,1.8,no,85500.0,12.0,15053.0
toyota,prius,2008.0,hatchback,0.0,metallic,843.0,hybrid,4.0,auto,1.5,no,67000.0,10.0,10036.0
hyundai,tucson,2018.0,jeep,4.0,other,930.0,diesel,4.0,auto,1.7,no,52782.0,4.0,48867.0
kia,optima.,2012.0,sedan,2.0,other,642.0,gas,4.0,auto,2.0,yes,115000.0,8.0,22580.0
mercedes-benz,a 170 avangard,2004.0,hatchback,3.0,other,2065.0,diesel,0.0,auto,1.7,no,165.0,6.0,13234.0
lexus,gx 470.,2009.0,jeep,5.0,other,2151.0,gas,8.0,auto,4.7,no,264339.0,0.0,30734.0
volkswagen,passat sel,2013.0,sedan,1.0,other,585.0,gas,14.0,auto,1.8,yes,62022.0,12.0,10036.0
nissan,march,2002.0,hatchback,3.0,other,773.0,gas,4.0,auto,1.4,no,139000.0,4.0,7213.0
ford,escape,2011.0,jeep,2.0,other,914.0,gas,6.0,auto,0,no,158349.0,12.0,1490.0
hyundai,elantra,2014.0,sedan,0.0,other,528.0,gas,14.0,auto,0,no,90823.0,4.0,28830.0
toyota,rav 4,2018.0,jeep,3.0,other,9391.0,hybrid,4.0,auto,2.5,no,73646.0,12.0,13328.0
hyundai,elantra,2018.0,sedan,3.0,pearl white,880.0,gas,4.0,auto,1.6,no,35643.0,4.0,36426.0
honda,civic,2016.0,sedan,3.0,crimson,891.0,gas,4.0,auto,2,no,82141.0,4.0,17391.0
honda,fred,2010.0,minivan,2.0,other,11701.0,gas,4.0,auto,1.5,no,117000.0,4.0,18500.0
toyota,camry,2016.0,sedan,1.0,other,900.0,hybrid,6.0,manual,2.4,no,101000.0,8.0,37006.0
honda,civic,2017.0,hatchback,2.0,metallic,10784.0,gas,4.0,auto,1.5,no,1461.0,4.0,40889.0
honda,elysion,2011.0,minivan,4.0,other,2209.0,gas,4.0,auto,2.4,no,157000.0,6.0,15681.0
hyundai,tucson,2016.0,jeep,4.0,jet black,10770.0,diesel,4.0,auto,1.7,no,137445.0,4.0,39891.0
opel,astra.,1994.0,sedan,3.0,metallic,792.0,gas,6.0,auto,0,no,11111.0,4.0,6602.0
hyundai,h1,2008.0,minivan,0.0,lemon yellow,1347.0,diesel,4.0,auto,2.5,no,74444.0,4.0,13328.0
toyota,camry,2013.0,sedan,5.0,jet black,607.0,hybrid,4.0,auto,2.5,no,9626.0,12.0,11340.0
subaru,forester,2012.0,jeep,0.0,pearl white,934.0,gas,4.0,auto,0,no,90392.0,0.0,6899.0
audi,a4,2014.0,sedan,2.0,charcoal,639.0,gas,4.0,auto,2,no,42395.0,0.0,1254.0
mercedes-benz,gl 450,2014.0,jeep,4.0,other,1356.0,gas,18.0,auto,4.6,no,201634.0,12.0,42965.0
ford,transit connect,2009.0,goods wagon,1.0,pearl white,878.0,diesel,0.0,manual,1.8,yes,170.0,2.0,11930.0
hyundai,sonata,2015.0,sedan,4.0,other,900.0,gas,4.0,auto,2.4,no,114885.0,12.0,3293.0
kia,optima,2015.0,sedan,0.0,jet black,900.0,gas,14.0,auto,2.4,no,135410.0,12.0,2587.0
toyota,prius.,2006.0,hatchback,3.0,other,586.0,hybrid,4.0,auto,1.8,no,106280.0,12.0,1333.0
chevrolet,orlando,2006.0,jeep,2.0,pearl white,642.0,diesel,4.0,auto,2,no,110776.0,4.0,23828.0
hyundai,genesis,2010.0,coupe,2.0,jet black,836.0,gas,0.0,auto,0,no,170.0,4.0,13796.0
audi,a4,2011.0,sedan,4.0,charcoal,9293.0,gas,4.0,auto,2.0,yes,190000.0,12.0,15681.0
honda,fit,2014.0,hatchback,2.0,sapphire blue,271.0,hybrid,4.0,auto,1.5,no,76525.0,4.0,10660.0
mercedes-benz,e 350.,2011.0,sedan,0.0,jet black,1172.0,gas,6.0,auto,3.5,no,129000.0,12.0,35124.0
other,sentra,2016.0,sedan,5.0,pearl white,1632.0,gas,4.0,auto,1.8,no,56000.0,0.0,21953.0
chevrolet,volt.,2014.0,hatchback,3.0,jet black,259.0,hybrid,4.0,auto,1.4,no,138491.0,0.0,3763.0
daewoo,lacetti,2010.0,sedan,4.0,charcoal,836.0,diesel,14.0,auto,2,no,53223.0,4.0,7997.0
chevrolet,cruze cruze,2003.0,other,5.0,crimson,1391.0,gas,4.0,auto,1.3,no,160000.0,2.0,7213.0
chevrolet,spark,2012.0,hatchback,3.0,jet black,420.0,gas,14.0,auto,1.2,no,100000.0,12.0,9095.0
other,cayenne.,1998.0,jeep,2.0,other,1632.0,gas,8.0,auto,4.5,yes,265600.0,12.0,23521.0
hyundai,sonata.,2016.0,sedan,3.0,tangerine,891.0,gas,4.0,auto,2,no,381135.0,4.0,13172.0
bmw,325,2004.0,coupe,3.0,other,2078.0,gas,6.0,manual,2.5,no,142000.0,6.0,10192.0
audi,a4,2011.0,sedan,1.0,other,707.0,gas,4.0,auto,2,no,124958.0,12.0,1646.0
toyota,camry,2013.0,sedan,0.0,jet black,779.0,hybrid,4.0,auto,2.5,no,190549.0,12.0,5018.0
hyundai,genesis,2010.0,sedan,4.0,metallic,1324.0,gas,0.0,auto,3.3,no,235.0,4.0,17484.0
mercedes-benz,e 350,2010.0,sedan,3.0,jet black,1399.0,diesel,6.0,auto,3.5,no,189530.0,12.0,12388.0
toyota,camry,2012.0,sedan,3.0,charcoal,1512.0,hybrid,6.0,auto,2.5,no,122000.0,0.0,27911.0
bmw,318,2004.0,sedan,4.0,jet black,1529.0,gas,4.0,auto,1.9,no,128202.0,4.0,5331.0
ford,transit,1997.0,goods wagon,2.0,other,3175.0,diesel,4.0,manual,2.5,no,134080.0,2.0,13485.0
mercedes-benz,sprinter,1997.0,microbus,3.0,other,1832.0,diesel,4.0,manual,2.4,no,130000.0,0.0,10973.0
daewoo,lacetti,2009.0,sedan,0.0,metallic,966.0,gas,4.0,auto,2,no,74540.0,4.0,4679.0
renault,megane,2006.0,universal,4.0,other,2668.0,diesel,4.0,manual,1.5,yes,250000.0,4.0,12074.0
opel,zafira,2000.0,minivan,4.0,pearl white,1522.0,diesel,4.0,manual,2.0,yes,220000.0,8.0,8467.0
chevrolet,cruze,2011.0,sedan,5.0,other,583.0,gas,4.0,auto,1.6,no,148765.0,4.0,12980.0
ssangyong,rexton.,2013.0,jeep,0.0,jet black,640.0,diesel,0.0,auto,2,no,146.0,4.0,33823.0
bmw,x5,1995.0,jeep,0.0,other,1770.0,diesel,6.0,auto,3,no,11111.0,6.0,11000.0
hyundai,tucson,2017.0,jeep,4.0,charcoal,877.0,diesel,0.0,auto,1.7,no,82.0,4.0,40556.0
toyota,prius,2016.0,sedan,0.0,jet black,345.0,hybrid,0.0,auto,1.5,no,296.0,12.0,12544.0
mitsubishi,pajero io,2000.0,jeep,2.0,pearl white,862.0,gas,14.0,auto,2,no,170000.0,2.0,9095.0
bmw,x5,2010.0,jeep,4.0,chocolate,1211.0,diesel,0.0,auto,3.0,yes,143.0,8.0,33556.0
honda,cr-v,2012.0,jeep,2.0,other,753.0,gas,0.0,auto,2.4,no,107.0,8.0,24775.0
mercedes-benz,gla 250,2015.0,jeep,4.0,other,765.0,gas,4.0,auto,2,no,155317.0,0.0,16308.0
ford,mustang.,2017.0,sedan,3.0,jet black,8844.0,gas,4.0,auto,2.3,no,61653.0,6.0,6743.0
honda,fit,2012.0,hatchback,1.0,chocolate,960.0,hybrid,0.0,auto,1.3,no,13.0,2.0,11917.0
hyundai,santa fe,2016.0,jeep,0.0,charcoal,891.0,diesel,4.0,auto,2,no,151193.0,4.0,37564.0
chevrolet,cruze,2016.0,sedan,2.0,jet black,650.0,gas,4.0,auto,1.4,yes,99200.0,10.0,21639.0
mazda,cx-9,2019.0,sedan,6.0,charcoal,1325.0,gas,4.0,auto,2.5,no,11746.0,12.0,35438.0
chevrolet,orlando,2016.0,jeep,2.0,jet black,764.0,gas,4.0,auto,2,no,35762.0,4.0,13642.0
toyota,corolla,2014.0,sedan,2.0,metallic,584.0,gas,4.0,auto,1.8,no,196010.0,12.0,5175.0
mercedes-benz,gla 250,2017.0,jeep,0.0,other,1017.0,gas,4.0,auto,0,no,55704.0,0.0,47669.0
toyota,camry,2014.0,sedan,1.0,jet black,394.0,hybrid,4.0,auto,2.5,no,0.0,12.0,5959.0
bmw,x1,2009.0,jeep,5.0,other,640.0,gas,12.0,manual,2,no,108000.0,12.0,28225.0
toyota,camry,2010.0,sedan,4.0,gold,2410.0,hybrid,4.0,auto,2.4,no,80000.0,8.0,18817.0
hyundai,accent,2013.0,sedan,0.0,crimson,530.0,gas,14.0,auto,1.6,no,167915.0,12.0,1176.0
nissan,juke.,2007.0,jeep,3.0,metallic,557.0,gas,4.0,auto,1.6,yes,87000.0,12.0,27700.0
chevrolet,lacetti.,2009.0,sedan,7.0,charcoal,790.0,gas,4.0,auto,1.6,no,111770.0,4.0,13150.0
chevrolet,avalanche,2005.0,sedan,3.0,other,1730.0,gas,18.0,auto,5.3,no,246976.0,12.0,5959.0
other,is 250 რესტაილინგი,2011.0,sedan,2.0,charcoal,1632.0,gas,6.0,auto,2.5,no,138000.0,10.0,24775.0
mercedes-benz,e 200,2007.0,sedan,0.0,other,2065.0,diesel,14.0,auto,2.2,yes,333444.0,8.0,16935.0
audi,a7,2014.0,hatchback,1.0,other,915.0,gas,0.0,auto,3,no,191.0,0.0,9565.0
other,x5 sport,2012.0,jeep,3.0,other,1308.0,gas,8.0,auto,4.4,yes,192000.0,12.0,31361.0
